3,996915e+002,0,000000e+000
4,001737e+002,0,000000e+000
4,006558e+002,0,000000e+000
4,011379e+002,0,000000e+000
4,016201e+002,0,000000e+000
4,021022e+002,0,000000e+000
4,025844e+002,0,000000e+000
4,030665e+002,0,000000e+000
4,035486e+002,0,000000e+000
4,040308e+002,0,000000e+000
4,045129e+002,0,000000e+000
4,049950e+002,0,000000e+000
4,054772e+002,0,000000e+000
4,059593e+002,0,000000e+000
4,064414e+002,0,000000e+000
4,069236e+002,0,000000e+000
4,074057e+002,0,000000e+000
4,078878e+002,0,000000e+000
4,083700e+002,0,000000e+000
4,088521e+002,0,000000e+000
4,093343e+002,0,000000e+000
4,098164e+002,0,000000e+000
4,102986e+002,0,000000e+000
4,107807e+002,0,000000e+000
4,112628e+002,0,000000e+000
4,117450e+002,0,000000e+000
4,122271e+002,0,000000e+000
4,127092e+002,0,000000e+000
4,131914e+002,0,000000e+000
4,136735e+002,0,000000e+000
4,141556e+002,0,000000e+000
4,146378e+002,0,000000e+000
4,151199e+002,0,000000e+000
4,156021e+002,0,000000e+000
4,160842e+002,0,000000e+000
4,165663e+002,0,000000e+000
4,170485e+002,0,000000e+000
4,175306e+002,0,000000e+000
4,180127e+002,0,000000e+000
4,184949e+002,0,000000e+000
4,189770e+002,0,000000e+000
4,194591e+002,0,000000e+000
4,199413e+002,0,000000e+000
4,204234e+002,0,000000e+000
4,209056e+002,0,000000e+000
4,213877e+002,0,000000e+000
4,218698e+002,0,000000e+000
4,223520e+002,0,000000e+000
4,228341e+002,0,000000e+000
4,233163e+002,0,000000e+000
4,237984e+002,0,000000e+000
4,242805e+002,0,000000e+000
4,247627e+002,0,000000e+000
4,252448e+002,0,000000e+000
4,257269e+002,0,000000e+000
4,262091e+002,0,000000e+000
4,266912e+002,0,000000e+000
4,271733e+002,0,000000e+000
4,276555e+002,0,000000e+000
4,281376e+002,0,000000e+000
4,286198e+002,0,000000e+000
4,291019e+002,0,000000e+000
4,295840e+002,0,000000e+000
4,300662e+002,0,000000e+000
4,305483e+002,0,000000e+000
4,310305e+002,0,000000e+000
4,315126e+002,0,000000e+000
4,319947e+002,0,000000e+000
4,324769e+002,0,000000e+000
4,329590e+002,0,000000e+000
4,334411e+002,0,000000e+000
4,339233e+002,0,000000e+000
4,344054e+002,0,000000e+000
4,348875e+002,0,000000e+000
4,353697e+002,0,000000e+000
4,358518e+002,0,000000e+000
4,363340e+002,0,000000e+000
4,368161e+002,0,000000e+000
4,372982e+002,0,000000e+000
4,377804e+002,0,000000e+000
4,382625e+002,0,000000e+000
4,387446e+002,0,000000e+000
4,392268e+002,0,000000e+000
4,397089e+002,0,000000e+000
4,401910e+002,0,000000e+000
4,406732e+002,0,000000e+000
4,411553e+002,0,000000e+000
4,416375e+002,0,000000e+000
4,421196e+002,0,000000e+000
4,426017e+002,0,000000e+000
4,430839e+002,0,000000e+000
4,435660e+002,0,000000e+000
4,440482e+002,0,000000e+000
4,445303e+002,0,000000e+000
4,450124e+002,0,000000e+000
4,454946e+002,0,000000e+000
4,459767e+002,0,000000e+000
4,464588e+002,0,000000e+000
4,469410e+002,0,000000e+000
4,474231e+002,0,000000e+000
4,479052e+002,0,000000e+000
4,483874e+002,0,000000e+000
4,488695e+002,0,000000e+000
4,493517e+002,0,000000e+000
4,498338e+002,0,000000e+000
4,503159e+002,0,000000e+000
4,507981e+002,0,000000e+000
4,512802e+002,0,000000e+000
4,517623e+002,0,000000e+000
4,522445e+002,0,000000e+000
4,527266e+002,0,000000e+000
4,532087e+002,0,000000e+000
4,536909e+002,0,000000e+000
4,541730e+002,0,000000e+000
4,546552e+002,0,000000e+000
4,551373e+002,0,000000e+000
4,556194e+002,0,000000e+000
4,561016e+002,0,000000e+000
4,565837e+002,0,000000e+000
4,570659e+002,0,000000e+000
4,575480e+002,0,000000e+000
4,580301e+002,0,000000e+000
4,585123e+002,0,000000e+000
4,589944e+002,0,000000e+000
4,594765e+002,0,000000e+000
4,599587e+002,0,000000e+000
4,604408e+002,0,000000e+000
4,609229e+002,0,000000e+000
4,614051e+002,0,000000e+000
4,618872e+002,0,000000e+000
4,623694e+002,0,000000e+000
4,628515e+002,0,000000e+000
4,633336e+002,0,000000e+000
4,638158e+002,0,000000e+000
4,642979e+002,0,000000e+000
4,647800e+002,0,000000e+000
4,652622e+002,0,000000e+000
